2024-07-01 14:16:36 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 14620
2024-07-01 14:16:36 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-07-01 14:16:36 0 [Note] InnoDB: Uses event mutexes
2024-07-01 14:16:36 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-07-01 14:16:36 0 [Note] InnoDB: Number of pools: 1
2024-07-01 14:16:36 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 2345896
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=423] with future log sequence number 2345896
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 2345852
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=420] with future log sequence number 2345852
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 2345852
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 2345745
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=419] with future log sequence number 2345745
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 2356429
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 2356429
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 2356390
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=446] with future log sequence number 2356390
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 2356351
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 2356351
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 2356312
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 2356312
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 2356273
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 2356273
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 2356218
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 2356218
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 2356179
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 2356179
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=243] with future log sequence number 2356179
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 2356078
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 2356078
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 2359631
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=6] with future log sequence number 2359771
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=441] with future log sequence number 2359631
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 2357297
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 2359651
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 2357297
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=192] with future log sequence number 2356859
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=83, page number=4] with future log sequence number 2356783
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=83, page number=3] with future log sequence number 2356879
2024-07-01 14:16:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 2356859
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 2350064 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 1836899 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2351795 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 2345138 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 2345138 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 2345177 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 2345177 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 2345216 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 2345216 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 2345255 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=418] log sequence number 2345255 is in the future! Current system log sequence number 300306.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-07-01 14:16:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 2345294 is in the future! Current system log sequence number 300306.
